sample_id,filename,source,split,change_ratio,A_path,B_path,label_path,annotator,label_quality_ok,registration_ok,pseudo_change_risk,error_type,notes
jrc_tmf_2020_2023_amazon_colombia_01_001536_003072,jrc_tmf_2020_2023_amazon_colombia_01_001536_003072.png,jrc_tmf_2020_2023_amazon_colombia_01,train,0.0026718559359990117,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_colombia_01_001536_003072.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_colombia_01_001536_003072.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_colombia_01_001536_003072.png,,,,,,
jrc_tmf_2020_2023_amazon_bolivia_01_002048_005120,jrc_tmf_2020_2023_amazon_bolivia_01_002048_005120.png,jrc_tmf_2020_2023_amazon_bolivia_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_bolivia_01_002048_005120.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_bolivia_01_002048_005120.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_bolivia_01_002048_005120.png,,,,,,
jrc_tmf_2020_2023_congo_roc_01_stable_002048_001280,jrc_tmf_2020_2023_congo_roc_01_stable_002048_001280.png,jrc_tmf_2020_2023_congo_roc_01_stable,train,0.00204761574234747,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_roc_01_stable_002048_001280.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_roc_01_stable_002048_001280.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_roc_01_stable_002048_001280.png,,,,,,
jrc_tmf_2020_2023_amazon_colombia_01_001536_004864,jrc_tmf_2020_2023_amazon_colombia_01_001536_004864.png,jrc_tmf_2020_2023_amazon_colombia_01,train,0.025484279482809836,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_colombia_01_001536_004864.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_colombia_01_001536_004864.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_colombia_01_001536_004864.png,,,,,,
jrc_tmf_2020_2023_se_asia_sumatra_01_001280_000000,jrc_tmf_2020_2023_se_asia_sumatra_01_001280_000000.png,jrc_tmf_2020_2023_se_asia_sumatra_01,train,0.20067963320298493,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_sumatra_01_001280_000000.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_sumatra_01_001280_000000.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_sumatra_01_001280_000000.png,,,,,,
jrc_tmf_2020_2023_se_asia_sumatra_02_stable_001792_002560,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_001792_002560.png,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,train,0.00543222871750531,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_001792_002560.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_001792_002560.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_001792_002560.png,,,,,,
jrc_tmf_2020_2023_congo_cameroon_01_003840_004608,jrc_tmf_2020_2023_congo_cameroon_01_003840_004608.png,jrc_tmf_2020_2023_congo_cameroon_01,test,0.0023034398034398034,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_cameroon_01_003840_004608.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_cameroon_01_003840_004608.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_cameroon_01_003840_004608.png,,,,,,
jrc_tmf_2020_2023_amazon_guyana_01_stable_003072_006400,jrc_tmf_2020_2023_amazon_guyana_01_stable_003072_006400.png,jrc_tmf_2020_2023_amazon_guyana_01_stable,train,0.0023736207338978703,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_003072_006400.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_003072_006400.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_003072_006400.png,,,,,,
jrc_tmf_2020_2023_amazon_brazil_01_002048_006656,jrc_tmf_2020_2023_amazon_brazil_01_002048_006656.png,jrc_tmf_2020_2023_amazon_brazil_01,train,0.20090840737160306,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_brazil_01_002048_006656.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_brazil_01_002048_006656.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_brazil_01_002048_006656.png,,,,,,
jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000,jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,jrc_tmf_2020_2023_se_asia_sumatra_01,train,0.004261669589833534,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,,,,,,
jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_002816,jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_002816.png,jrc_tmf_2020_2023_se_asia_borneo_02_stable,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_002816.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_002816.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_002816.png,,,,,,
jrc_tmf_2020_2023_congo_drc_01_004864_003840,jrc_tmf_2020_2023_congo_drc_01_004864_003840.png,jrc_tmf_2020_2023_congo_drc_01,train,0.048194241093216204,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_drc_01_004864_003840.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_drc_01_004864_003840.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_drc_01_004864_003840.png,,,,,,
jrc_tmf_2020_2023_se_asia_borneo_01_003328_005376,jrc_tmf_2020_2023_se_asia_borneo_01_003328_005376.png,jrc_tmf_2020_2023_se_asia_borneo_01,train,0.007691481032285797,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_borneo_01_003328_005376.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_borneo_01_003328_005376.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_borneo_01_003328_005376.png,,,,,,
jrc_tmf_2020_2023_amazon_colombia_01_001024_004608,jrc_tmf_2020_2023_amazon_colombia_01_001024_004608.png,jrc_tmf_2020_2023_amazon_colombia_01,train,0.052966231537660106,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_colombia_01_001024_004608.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_colombia_01_001024_004608.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_colombia_01_001024_004608.png,,,,,,
jrc_tmf_2020_2023_congo_gabon_01_001024_004096,jrc_tmf_2020_2023_congo_gabon_01_001024_004096.png,jrc_tmf_2020_2023_congo_gabon_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_gabon_01_001024_004096.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_gabon_01_001024_004096.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_gabon_01_001024_004096.png,,,,,,
jrc_tmf_2020_2023_congo_drc_01_001024_006656,jrc_tmf_2020_2023_congo_drc_01_001024_006656.png,jrc_tmf_2020_2023_congo_drc_01,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_drc_01_001024_006656.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_drc_01_001024_006656.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_drc_01_001024_006656.png,,,,,,
jrc_tmf_2020_2023_amazon_peru_02_stable_006656_006912,jrc_tmf_2020_2023_amazon_peru_02_stable_006656_006912.png,jrc_tmf_2020_2023_amazon_peru_02_stable,train,0.014859139685190339,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_peru_02_stable_006656_006912.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_peru_02_stable_006656_006912.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_peru_02_stable_006656_006912.png,,,,,,
jrc_tmf_2020_2023_congo_drc_01_004864_001280,jrc_tmf_2020_2023_congo_drc_01_004864_001280.png,jrc_tmf_2020_2023_congo_drc_01,train,0.07473468755912555,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_congo_drc_01_004864_001280.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_congo_drc_01_004864_001280.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_congo_drc_01_004864_001280.png,,,,,,
jrc_tmf_2020_2023_amazon_brazil_01_001536_006912,jrc_tmf_2020_2023_amazon_brazil_01_001536_006912.png,jrc_tmf_2020_2023_amazon_brazil_01,train,0.011553430786675247,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_brazil_01_001536_006912.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_brazil_01_001536_006912.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_brazil_01_001536_006912.png,,,,,,
jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_001024,jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_001024.png,jrc_tmf_2020_2023_se_asia_papua_01_stable,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_001024.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_001024.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_001024.png,,,,,,
jrc_tmf_2020_2023_amazon_colombia_02_stable_001792_006656,jrc_tmf_2020_2023_amazon_colombia_02_stable_001792_006656.png,jrc_tmf_2020_2023_amazon_colombia_02_stable,train,0.0021359312814051047,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_colombia_02_stable_001792_006656.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_colombia_02_stable_001792_006656.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_colombia_02_stable_001792_006656.png,,,,,,
jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_005120,jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_005120.png,jrc_tmf_2020_2023_amazon_guyana_01_stable,train,0.0,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_005120.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_005120.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_002048_005120.png,,,,,,
jrc_tmf_2020_2023_amazon_peru_01_003072_001280,jrc_tmf_2020_2023_amazon_peru_01_003072_001280.png,jrc_tmf_2020_2023_amazon_peru_01,train,0.0025188143142374445,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_peru_01_003072_001280.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_peru_01_003072_001280.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_peru_01_003072_001280.png,,,,,,
jrc_tmf_2020_2023_amazon_bolivia_01_002304_001536,jrc_tmf_2020_2023_amazon_bolivia_01_002304_001536.png,jrc_tmf_2020_2023_amazon_bolivia_01,train,0.09371870081556732,/private/tmp/JRC_TMF_256_5000_build/A/jrc_tmf_2020_2023_amazon_bolivia_01_002304_001536.png,/private/tmp/JRC_TMF_256_5000_build/B/jrc_tmf_2020_2023_amazon_bolivia_01_002304_001536.png,/private/tmp/JRC_TMF_256_5000_build/label/jrc_tmf_2020_2023_amazon_bolivia_01_002304_001536.png,,,,,,
